undefinedGO type	GO ID	GO term	Level	Occ. Ref.	Freq. Ref.	Occ. set	Freq. set	Ratio	E/D	Pval.	Pval. Bonferroni	Pval. BH	P(A|B)%	P(B|A)%
biological_process  	 GO:0015810  	aspartate transmembrane transport  	7, 8, 9, 10	3 	0.000171  	1   	0.125  	726.74x  	E  	0.001369862  	0.532876318  	0.220085315040705  	 	 
biological_process  	 GO:0070778  	L-aspartate transmembrane transport  	5, 8, 9, 10, 11	6 	0.000343  	1   	0.125  	363.37x  	E  	0.002736439  	1  	0.220085315040705  	 	 
biological_process  	 GO:0019800  	peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan  	5, 6, 7, 8, 9	6 	0.000343  	1   	0.125  	363.37x  	E  	0.002736439  	1  	0.220085315040705  	 	 
biological_process  	 GO:0002480  	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent  	6	7 	0.0004  	1   	0.125  	311.72x  	E  	0.003191235  	1  	0.220085315040705  	 	 
biological_process  	 GO:0098712  	L-glutamate import across plasma membrane  	5, 6, 7, 8, 9, 10, 11, 12	10 	0.000571  	1   	0.125  	218.53x  	E  	0.004553437  	1  	0.220085315040705  	 	 
biological_process  	 GO:0051938  	L-glutamate import  	5, 7, 8, 9, 10	11 	0.000628  	1   	0.125  	198.73x  	E  	0.005006777  	1  	0.220085315040705  	 	 
biological_process  	 GO:0006068  	ethanol catabolic process  	5, 6, 7	12 	0.000685  	1   	0.125  	182.22x  	E  	0.005459753  	1  	0.220085315040705  	 	 
biological_process  	 GO:0061042  	vascular wound healing  	5, 6, 7, 8, 9, 10, 11, 12	12 	0.000685  	1   	0.125  	182.22x  	E  	0.005459753  	1  	0.220085315040705  	 	 
biological_process  	 GO:0015740  	C4-dicarboxylate transport  	8, 9	13 	0.000743  	1   	0.125  	168.01x  	E  	0.005912366  	1  	0.220085315040705  	 	 
biological_process  	 GO:0034310  	primary alcohol catabolic process  	5, 6	15 	0.000857  	1   	0.125  	145.69x  	E  	0.006816502  	1  	0.220085315040705  	 	 
biological_process  	 GO:0089718  	amino acid import across plasma membrane  	6, 7, 8, 9, 10	16 	0.000914  	1   	0.125  	136.61x  	E  	0.007268026  	1  	0.220085315040705  	 	 
biological_process  	 GO:0051923  	sulfation  	4	16 	0.000914  	1   	0.125  	136.61x  	E  	0.007268026  	1  	0.220085315040705  	 	 
biological_process  	 GO:0043090  	amino acid import  	6, 8, 9	19 	0.001085  	1   	0.125  	115.1x  	E  	0.008620421  	1  	0.220085315040705  	 	 
biological_process  	 GO:0006067  	ethanol metabolic process  	5, 6	21 	0.0012  	1   	0.125  	104.08x  	E  	0.009520207  	1  	0.220085315040705  	 	 
biological_process  	 GO:0015813  	L-glutamate transmembrane transport  	5, 6, 7, 8, 9, 10, 11	22 	0.001257  	1   	0.125  	99.36x  	E  	0.009969558  	1  	0.220085315040705  	 	 
biological_process  	 GO:0060055  	angiogenesis involved in wound healing  	4, 5, 6, 7, 8, 9, 10, 11	23 	0.001314  	1   	0.125  	95.06x  	E  	0.01041855  	1  	0.220085315040705  	 	 
biological_process  	 GO:0006790  	sulfur compound metabolic process  	3	360 	0.020564  	2   	0.25  	12.16x  	E  	0.01043161  	1  	0.220085315040705  	 	 
biological_process  	 GO:0034035  	purine ribonucleoside bisphosphate metabolic process  	6, 7, 8, 9	25 	0.001428  	1   	0.125  	87.47x  	E  	0.01131544  	1  	0.220085315040705  	 	 
biological_process  	 GO:0050427  	3"-phosphoadenosine 5"-phosphosulfate metabolic process  	4, 5, 7, 8, 9, 10	25 	0.001428  	1   	0.125  	87.47x  	E  	0.01131544  	1  	0.220085315040705  	 	 
biological_process  	 GO:0007263  	nitric oxide mediated signal transduction  	5, 6, 7	25 	0.001428  	1   	0.125  	87.47x  	E  	0.01131544  	1  	0.220085315040705  	 	 
biological_process  	 GO:0050690  	regulation of defense response to virus by virus  	5	29 	0.001657  	1   	0.125  	75.39x  	E  	0.0131049  	1  	0.236739710704651  	 	 
