undefinedGO type	GO ID	GO term	Level	Occ. Ref.	Freq. Ref.	Occ. set	Freq. set	Ratio	E/D	Pval.	Pval. Bonferroni	Pval. BH	P(A|B)%	P(B|A)%
biological_process  	 GO:0002366  	leukocyte activation involved in immune response  	3, 4	404 	0.040808  	29   	0.109023  	2.67x  	E  	8.583573e-07  	0.0037029533922  	0.00151808429048312  	 	 
biological_process  	 GO:0002263  	cell activation involved in immune response  	3	408 	0.041212  	29   	0.109023  	2.65x  	E  	1.04311e-06  	0.00449997654  	0.00151808429048312  	 	 
biological_process  	 GO:0045321  	leukocyte activation  	2, 3	651 	0.065758  	39   	0.146617  	2.23x  	E  	1.055691e-06  	0.004554250974  	0.00151808429048312  	 	 
biological_process  	 GO:0006955  	immune response  	2	980 	0.09899  	50   	0.18797  	1.9x  	E  	3.11308e-06  	0.01342982712  	0.00275595633996676  	 	 
biological_process  	 GO:0001775  	cell activation  	2	735 	0.074242  	41   	0.154135  	2.08x  	E  	3.194201e-06  	0.013779783114  	0.00275595633996676  	 	 
biological_process  	 GO:0002250  	adaptive immune response  	3	134 	0.013535  	14   	0.052632  	3.89x  	E  	1.101628e-05  	0.04752423192  	0.00786027878270008  	 	 
biological_process  	 GO:0002376  	immune system process  	1	1511 	0.152626  	66   	0.24812  	1.63x  	E  	1.275428e-05  	0.05502196392  	0.00786027878270008  	 	 
biological_process  	 GO:0002460  	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains  	4	91 	0.009192  	11   	0.041353  	4.5x  	E  	2.493808e-05  	0.10758287712  	0.0134478580499491  	 	 
biological_process  	 GO:0042100  	B cell proliferation  	5, 6	35 	0.003535  	7   	0.026316  	7.44x  	E  	2.990153e-05  	0.12899520042  	0.0136356192824288  	 	 
biological_process  	 GO:0002443  	leukocyte mediated immunity  	3	417 	0.042121  	26   	0.097744  	2.32x  	E  	3.422165e-05  	0.1476321981  	0.0136356192824288  	 	 
biological_process  	 GO:0002252  	immune effector process  	2	624 	0.06303  	34   	0.12782  	2.03x  	E  	3.476862e-05  	0.14999182668  	0.0136356192824288  	 	 
biological_process  	 GO:0030098  	lymphocyte differentiation  	4, 5, 6, 7, 8, 9	155 	0.015657  	14   	0.052632  	3.36x  	E  	5.385055e-05  	0.2323112727  	0.0179336761793409  	 	 
biological_process  	 GO:0050670  	regulation of lymphocyte proliferation  	5, 6, 7	84 	0.008485  	10   	0.037594  	4.43x  	E  	6.533509e-05  	0.28185557826  	0.0179336761793409  	 	 
biological_process  	 GO:0032944  	regulation of mononuclear cell proliferation  	4, 5, 6	85 	0.008586  	10   	0.037594  	4.38x  	E  	7.211531e-05  	0.31110544734  	0.0179336761793409  	 	 
biological_process  	 GO:0002521  	leukocyte differentiation  	4, 5, 6, 7, 8	245 	0.024747  	18   	0.067669  	2.73x  	E  	7.299168e-05  	0.31488610752  	0.0179336761793409  	 	 
biological_process  	 GO:1902107  	positive regulation of leukocyte differentiation  	4, 5, 6, 7, 8, 9, 10	69 	0.00697  	9   	0.033835  	4.85x  	E  	7.424353e-05  	0.32028658842  	0.0179336761793409  	 	 
biological_process  	 GO:0030888  	regulation of B cell proliferation  	6, 7, 8	28 	0.002828  	6   	0.022556  	7.97x  	E  	7.461185e-05  	0.3218755209  	0.0179336761793409  	 	 
biological_process  	 GO:0042113  	B cell activation  	4, 5	121 	0.012222  	12   	0.045113  	3.69x  	E  	7.482758e-05  	0.32280618012  	0.0179336761793409  	 	 
biological_process  	 GO:0002444  	myeloid leukocyte mediated immunity  	4	344 	0.034747  	22   	0.082707  	2.38x  	E  	9.223612e-05  	0.39790662168  	0.02072726440331  	 	 
biological_process  	 GO:0070663  	regulation of leukocyte proliferation  	3, 4, 5	88 	0.008889  	10   	0.037594  	4.23x  	E  	9.609302e-05  	0.41454528828  	0.02072726440331  	 	 
biological_process  	 GO:0002446  	neutrophil mediated immunity  	5	325 	0.032828  	21   	0.078947  	2.4x  	E  	0.0001142213  	0.4927506882  	0.0234643176346108  	 	 
biological_process  	 GO:1902105  	regulation of leukocyte differentiation  	4, 5, 6, 7, 8, 9	129 	0.01303  	12   	0.045113  	3.46x  	E  	0.0001354892  	0.5845004088  	0.025060867441647  	 	 
