undefinedGO type	GO ID	GO term	Level	Occ. Ref.	Freq. Ref.	Occ. set	Freq. set	Ratio	E/D	Pval.	Pval. Bonferroni	Pval. BH	P(A|B)%	P(B|A)%
biological_process  	 GO:0008152  	metabolic process  	1	7306 	0.73798  	133   	0.610092  	1.21x  	D  	9.506078e-06  	0.029031562212  	0.0177937527377494  	 	 
biological_process  	 GO:0071704  	organic substance metabolic process  	2	6980 	0.705051  	126   	0.577982  	1.22x  	D  	1.665641e-05  	0.05086867614  	0.0177937527377494  	 	 
biological_process  	 GO:0044237  	cellular metabolic process  	2	6993 	0.706364  	127   	0.582569  	1.21x  	D  	2.456517e-05  	0.07502202918  	0.0177937527377494  	 	 
biological_process  	 GO:0006807  	nitrogen compound metabolic process  	2	6562 	0.662828  	117   	0.536697  	1.24x  	D  	2.814124e-05  	0.08594334696  	0.0177937527377494  	 	 
biological_process  	 GO:0043170  	macromolecule metabolic process  	3	6079 	0.61404  	106   	0.486239  	1.26x  	D  	3.122731e-05  	0.09536820474  	0.0177937527377494  	 	 
biological_process  	 GO:0044238  	primary metabolic process  	2	6799 	0.686768  	123   	0.56422  	1.22x  	D  	3.495826e-05  	0.10676252604  	0.0177937527377494  	 	 
biological_process  	 GO:0006139  	nucleobase-containing compound metabolic process  	3, 4	4131 	0.417273  	65   	0.298165  	1.4x  	D  	6.964039e-05  	0.21268175106  	0.0283086267415415  	 	 
biological_process  	 GO:1901360  	organic cyclic compound metabolic process  	3	4316 	0.43596  	69   	0.316514  	1.38x  	D  	7.437543e-05  	0.22714256322  	0.0283086267415415  	 	 
biological_process  	 GO:0015893  	drug transport  	4	85 	0.008586  	9   	0.041284  	4.81x  	E  	8.342424e-05  	0.25477762896  	0.0283086267415415  	 	 
biological_process  	 GO:0010467  	gene expression  	4	3790 	0.382828  	59   	0.270642  	1.41x  	D  	0.0001212841  	0.3704016414  	0.0347188971092835  	 	 
biological_process  	 GO:0006725  	cellular aromatic compound metabolic process  	3	4218 	0.426061  	68   	0.311927  	1.37x  	D  	0.0001276919  	0.3899710626  	0.0347188971092835  	 	 
biological_process  	 GO:0034641  	cellular nitrogen compound metabolic process  	3	4584 	0.46303  	76   	0.348624  	1.33x  	D  	0.0001437215  	0.438925461  	0.0347188971092835  	 	 
biological_process  	 GO:0046483  	heterocycle metabolic process  	3	4204 	0.424646  	68   	0.311927  	1.36x  	D  	0.0001477884  	0.4513457736  	0.0347188971092835  	 	 
biological_process  	 GO:0044271  	cellular nitrogen compound biosynthetic process  	4	3508 	0.354343  	54   	0.247706  	1.43x  	D  	0.0001803369  	0.5507488926  	0.0393391959169224  	 	 
biological_process  	 GO:0090304  	nucleic acid metabolic process  	4, 5	3667 	0.370404  	58   	0.266055  	1.39x  	D  	0.0002623163  	0.8011139802  	0.053201834479023  	 	 
biological_process  	 GO:0016070  	RNA metabolic process  	5, 6	3318 	0.335152  	51   	0.233945  	1.43x  	D  	0.000278726  	0.851229204  	0.053201834479023  	 	 
biological_process  	 GO:0036343  	psychomotor behavior  	3	2 	0.000202  	2   	0.009174  	45.19x  	E  	0.0004827138  	1  	0.0867181131928016  	 	 
biological_process  	 GO:0010468  	regulation of gene expression  	4, 5	3091 	0.312222  	48   	0.220183  	1.42x  	D  	0.0006075976  	1  	0.0950383589321784  	 	 
biological_process  	 GO:0007420  	brain development  	4, 5, 6, 7	487 	0.049192  	22   	0.100917  	2.05x  	E  	0.0006242547  	1  	0.0950383589321784  	 	 
biological_process  	 GO:0044249  	cellular biosynthetic process  	3	4196 	0.423838  	71   	0.325688  	1.3x  	D  	0.0006346473  	1  	0.0950383589321784  	 	 
biological_process  	 GO:0060255  	regulation of macromolecule metabolic process  	3, 4	4051 	0.409192  	68   	0.311927  	1.31x  	D  	0.0006535054  	1  	0.0950383589321784  	 	 
biological_process  	 GO:1901362  	organic cyclic compound biosynthetic process  	4	3124 	0.315556  	49   	0.224771  	1.4x  	D  	0.0007107096  	1  	0.0963919271734084  	 	 
biological_process  	 GO:0034622  	cellular protein-containing complex assembly  	5	790 	0.079798  	6   	0.027523  	2.9x  	D  	0.0007259379  	1  	0.0963919271734084  	 	 
biological_process  	 GO:0010557  	positive regulation of macromolecule biosynthetic process  	4, 5, 6	1094 	0.110505  	11   	0.050459  	2.19x  	D  	0.0008393905  	1  	0.101319084110536  	 	 
biological_process  	 GO:1901576  	organic substance biosynthetic process  	3	4258 	0.430101  	73   	0.334862  	1.28x  	D  	0.0008438879  	1  	0.101319084110536  	 	 
biological_process  	 GO:0021953  	central nervous system neuron differentiation  	5, 6, 7, 8, 9	118 	0.011919  	9   	0.041284  	3.46x  	E  	0.0008893467  	1  	0.101319084110536  	 	 
biological_process  	 GO:0018130  	heterocycle biosynthetic process  	4	3049 	0.30798  	48   	0.220183  	1.4x  	D  	0.0009035113  	1  	0.101319084110536  	 	 
biological_process  	 GO:0019438  	aromatic compound biosynthetic process  	4	3046 	0.307677  	48   	0.220183  	1.4x  	D  	0.0009289242  	1  	0.101319084110536  	 	 
biological_process  	 GO:0044260  	cellular macromolecule metabolic process  	3, 4	5506 	0.556162  	101   	0.463303  	1.2x  	D  	0.00115108  	1  	0.109598076045509  	 	 
biological_process  	 GO:0060322  	head development  	3	517 	0.052222  	22   	0.100917  	1.93x  	E  	0.001271281  	1  	0.109598076045509  	 	 
