tx_id	hiND14_RFP_wt_rep1	hiND14_RFP_wt_rep2	hiND14_RFP_wt_rep3	hiND14_RFP_Nterm_rep1	hiND14_RFP_Nterm_rep2	hiND14_RFP_Nterm_rep3
ENST00000000233	195.74112912605196	190.44510904251106	203.6367301109008	188.8905038104905	208.7562584021537	206.09712788366318
ENST00000000412	119.26906081505847	127.28947577094962	116.31271930763225	113.09720123548615	114.28262321285787	108.38547805902363
ENST00000000442	14.291002825513697	12.838996115225466	10.7365587053199	13.19862516165352	11.961581229612458	11.662145663493728
ENST00000001008	279.89081065713526	284.8422995277878	274.1401322758348	290.6858882907883	255.68832233490065	253.5363644809258
ENST00000001146	1.672351394475007	2.0175565323925735	1.43154116070932	2.766178926095049	1.3713914785542942	2.240186172648513
ENST00000002125	18.77594520160576	23.110193007405837	20.972078004391538	17.46644407620017	19.504234361661073	21.940646926233963
ENST00000002165	51.006717531487716	58.02003482547127	50.819711205180866	44.10079545031536	50.74148470650889	45.067274767399496
ENST00000002501	17.179609779606892	22.621088393492485	24.69408502223577	27.819856628155925	24.15172770565063	30.110737673540307
ENST00000002596	3.8007986238068345	4.2185272950026524	3.93673819195063	2.529077875286902	3.19991344996002	3.2943914303654602
ENST00000002829	27.669813981313755	30.75245259980195	23.692006209739247	24.10527349882829	21.028002671165847	22.006534754841276
ENST00000003084	8.133709054946625	6.969740748265253	6.155626991050076	8.219503094682432	9.447363518929583	9.158408176415978
ENST00000003100	83.16147388889354	92.7464624133192	96.27114305770178	110.96329177821282	101.40678099754254	111.08687903192332
ENST00000004103	6.3093257155193445	5.380150753046863	4.437777598198892	3.003279976903196	3.19991344996002	2.240186172648513
ENST00000004982	0.07601597247613669	0.0	0.0	0.07903368360271569	0.15237683095047713	0.0
ENST00000005178	3.8007986238068345	3.668284604350133	3.8651611339151644	2.4500441916841864	3.19991344996002	2.0425226868265853
ENST00000005226	3.648766678854561	3.7905607578284712	3.077813495525038	2.6081115588896178	2.1332756333066802	1.7130835437900391
ENST00000005257	152.64007273208244	157.06371914292487	147.94977895930822	163.52069137401878	151.76732362667522	137.70556178927623
ENST00000005259	1.444303477046597	1.6507280719575599	1.646272334815718	1.501639988451598	1.4475798940295328	1.5813078865754209
ENST00000005260	55.71970782500819	58.38686328590629	50.03236356679074	42.36205441105561	45.103541961341236	35.57942744794697
ENST00000005284	6.3093257155193445	6.480636134351902	5.797741700872746	6.085593637409108	3.428478696385736	5.5345776030139735
ENST00000005340	59.824570338719575	65.47888018764988	59.05107287925945	57.29942061196888	54.93184755764701	49.08643231244535
ENST00000005386	106.87845730144818	98.61571778027941	91.90494251753834	95.31462242487513	95.15933092857298	106.54061885801899
ENST00000005995	0.07601597247613669	0.0	0.0	0.07903368360271569	0.0	0.0
ENST00000006015	0.22804791742841007	0.12227615347833777	0.071577058035466	0.0	0.2285652464257157	0.0
ENST00000006053	5.321118073329568	5.135598446090186	3.650429959808766	1.4226063048488824	2.0570872178314414	1.1859809149315654
ENST00000006658	10.186140311802315	11.738510733920425	10.879712821390832	8.219503094682432	8.990233026078151	7.9065394328771035
ENST00000006750	0.07601597247613669	0.30569038369584445	0.071577058035466	0.15806736720543138	0.2285652464257157	0.0658878286073092
ENST00000006777	114.48005454906185	134.74832113312823	133.34805912007317	130.4846116280836	136.60582894710276	141.59294367710746
ENST00000007264	16.419450054845523	19.075079942620693	16.033260999944385	18.256780912227324	17.447147143829632	17.98737720979541
ENST00000007390	36.71571470597402	48.84932331459594	44.091467749847055	47.42021016162941	49.14152798152888	46.582694825367604
ENST00000007414	15.735306302560295	16.018176105662246	15.818529825837988	13.514759896064383	13.790103201018184	14.03410749335686
ENST00000007510	68.87047106337984	86.69379281614148	88.46924373183597	93.73394875282081	82.89299603705958	91.91352090719634
ENST00000007516	137.66492615428353	136.39904920508576	137.78583671827207	147.23975255185934	137.2915246863799	143.76724202114866
ENST00000007699	1.444303477046597	1.5284519184792222	2.075734683028514	2.766178926095049	2.8189713725838272	3.0308401159362233
ENST00000008527	45.077471678349056	48.66590908437843	42.01573306681854	41.25558284061759	39.61797604712406	41.509332022604795
ENST00000009041	81.94521832927535	85.04306474418392	83.53042672738883	91.1258371939312	87.15954730367294	90.66165216365746
ENST00000009180	309.76508784025697	285.75937067887537	296.4721743829002	289.8955514547612	316.9438083769925	252.2186079087796
ENST00000009530	46.44575918291951	54.535164451338645	46.95455007126569	25.053677702060874	26.13262650800683	21.084105154338946
ENST00000009589	178.6375353189212	176.32221331576307	183.73830797704122	184.78075226314928	188.71870513216595	185.14479838653887
ENST00000011619	130.44340876905056	132.66962652399647	124.47250392367536	128.27166848720756	122.51097208418362	125.38453783970941
ENST00000011653	0.3800798623806834	0.12227615347833777	0.21473117410639803	0.07903368360271569	0.15237683095047713	0.1976634858219276
ENST00000011691	22.880807715317143	28.001239146539348	25.98247206687416	21.97136404155496	23.313655135423005	27.14578538621139
ENST00000011898	45.22950362330133	43.77486294524492	39.1526507453999	34.53771973438676	43.122643158985035	36.76540836287853
ENST00000012049	9.654028504469359	12.166477271094607	10.163942241036173	10.116311501147608	11.580639152236262	12.255136120959511
ENST00000012443	118.35686914534482	128.87906576616803	116.67060459780959	125.50548956111253	116.33971043068931	130.65556412829415
ENST00000013070	34.28320358673765	39.4951975735031	34.500141973094614	38.33133654731711	38.85609189237167	44.606059967148326
ENST00000013222	0.0	0.061138076739168885	0.143154116070932	0.07903368360271569	0.07618841547523857	0.0658878286073092
ENST00000014914	233.06497161183506	227.37250739296908	215.66167586085905	187.46789750564162	218.2798103365585	177.17237112505444
ENST00000014930	27.28973411893307	32.770009132194524	21.401540352604332	21.26006088913052	21.86607524139347	18.71214332447581
ENST00000016171	10.414188229230726	9.90436843174536	9.376594602646048	7.429166258655275	9.523551934404821	8.23597857591365
ENST00000016913	0.15203194495227337	0.12227615347833777	0.0	0.07903368360271569	0.15237683095047713	0.0658878286073092
ENST00000017003	21.892600073127365	25.983682614146776	23.190966803490983	20.311656685897933	23.085089888997288	20.82055383990971
ENST00000019103	0.0	0.061138076739168885	0.0	0.0	0.07618841547523857	0.0
ENST00000020673	44.62137584349223	46.89290485894253	53.8975247007059	57.53652166277702	55.008035973122254	58.969606603541735
ENST00000020926	100.4931156134527	109.92626197702566	114.23698462460374	122.66027695141476	121.4443342675303	125.51631349692403
ENST00000020945	10.414188229230726	10.087782661962866	7.658745209794862	8.377570461887863	9.294986687979106	8.170090747306341
ENST00000022615	220.218272263368	202.1836197764315	204.8535400975037	226.82667193979404	213.63231699256897	227.97188698128983
ENST00000023064	0.07601597247613669	0.0	0.0	0.0	0.0	0.0658878286073092
